Address,Latitude,Longitude
10005 CORNER SCHOOL ROAD,33.801667,-86.9425
"TARRANT, ELEM. SCH., 1269 PORTLAND STREE",33.578333,-86.773889
"US FOREST SERVICE RANGER STA., (SIPSEY) H'WY 33.",34.342904,-87.33973
2165 AIRPORT ROAD SW,34.687761,-86.586362
DENALI NATIONAL PARK,63.7232,-148.9676
CHIRICAHUA NATIONAL MOUMENT,32.00941,-109.38906
SOUTH OF SR88,33.6547,-111.1074
6180 W ENCANTO BLVD-MARYVALE STATION,33.474486,-112.19293
18600 N. REEMS ROAD,33.655,-112.3855
"4208 W. PECOS LAVEEN, AZ 85339 (GILA CROSSING NORTH ELEM SCH)",33.290229,-112.160597
"25608 N FOREST RD.,RIO VERDE,AZ",33.71881,-111.67183
36248 W. ELLIOTT RD. PALO VERDE GEN STA,33.348851,-112.831103
"PET FOR NAT PARK, NEAR OLD SW ENTERANCE ON OLD ROUTE 180",34.82251,-109.89249
"190 W PENNINGTON, TUCSON",32.222058,-110.974681
"3905 S. OLD SPANISH TRAIL, SAGUARO PARK EAST",32.174538,-110.737116
"12101 N CAMINO DE OESTE, TUCSON",32.425261,-111.06352
"11330 S HOUGHTON, TUCSON",32.04767,-110.774357
601 NORTH LA CANADA DRIVE,31.87952,-110.99644
9597 N. COACHLINE BLVD,32.38082,-111.12716
"305 E. SUPERSTITION BLVD, APACHE JUNCTION",33.4214,-111.5436
660 W. AERO DR. CASA GRANDE,32.954361,-111.76225
WATER WELL #2 PINAL AIR PARK RD MARANA,32.508306,-111.308056
301 E COMBS RD QUEEN CREEK,33.219111,-111.561111
44625 W GARVEY RD MARICOPA,33.0585,-112.047219
10 S QUEEN ANN  QUEEN VALLEY,33.293465,-111.285594
REPEATER STATION NEAR HILLSIDE,34.42888,-112.961944
9140 E. 28TH STREET,32.677855,-114.475861
LH POLK AND COLONIAL DRIVE,35.197288,-90.193141
FOREST RANGER STA QUACHITA NATL FOREST,34.649822,-93.816866
HWY 16,35.832726,-93.20826
"822 ALICE ST., OAKLAND",37.7986,-122.2684
"HOSPITAL-15400 FOOTHILL BLVD,SAN LEANDRO",37.710229,-122.116899
793 Rincon Ave.,37.687526,-121.784217
"40733 CHAPEL WAY., FREMONT",37.535833,-121.961823
3466 LA MESA DR.,37.654456,-122.031547
"468 MANZANITA AVE, CHICO",39.757371,-121.843286
" 3111 GOLD NUGGET WAY, PLACERVILLE, CA",38.725282,-120.821916
" 3337 Sandy Way, South Lake Tahoe, CA",38.944979,-119.970609
21200 HWY 50 -LITTLE NORWAY/ECHO SUMMIT,38.81161,-120.033084
"1400 AMERICAN RIVER TRAIL, COOL",38.890941,-121.003373
TRAILER LOCATED AT BIG HILL LOOKOUT,38.842126,-120.407631
"420 E. LAUREL ST, WILLOWS",39.51766,-122.191371
"900 GRANT STREET, CALEXICO, CA",32.673948,-115.503884
CALEXICO - EAST,32.677833,-115.390544
"150 9TH ST., EL CENTRO",32.79222,-115.56306
"202 W FIRST STREET, WESTMORLAND",33.0325,-115.62361
"7711 ENGLISH ROAD, NILAND",33.213611,-115.54528
"DEATH VALLEY NM, DEATH VALLEY, CA",36.508611,-116.847778
"2820 M St., Bakersfield, CA 93301",35.385574,-119.015009
" 923 POOLE STREET, MOJAVE, CA 93501",35.050551,-118.147294
"20401 BEAR MTN BLVD, ARVIN, CA., 93203",35.208295,-118.785374
"548 WALKER ST., SHAFTER, CA., 93263",35.503587,-119.272606
"905 LAKEPORT BLVD., LAKEPORT",39.0327,-122.92229
"803 N. LOREN AVE., AZUSA",34.1365,-117.92391
"840 LAUREL, GLENDORA",34.14435,-117.85036
"VA HOSPITAL, WEST LOS ANGELES",34.05111,-118.45636
"18330 GAULT ST., RESEDA",34.19925,-118.53276
"11220 LONG BEACH BLVD., LYNWOOD",33.92899,-118.21071
"3713 SAN GABRIEL RIVER PKWY, PICO RIVERA",34.01407,-118.06056
"924 N. GAREY AVE., POMONA",34.06703,-117.7514
"752 S. WILSON AVE., PASADENA",34.1326,-118.1272
"22224 PLACERITA CANYON RD, SANTA CLARITA",34.38344,-118.5284
534 4TH ST.,37.97231,-122.520004
"TURTLEBACK DOME, YOSEMITE NATL' PK 95389",37.71325,-119.7062
"MERCED RIVER SITE, YOSEMITE NATIONAL PARK",37.74306,-119.59389
" 306 E. GOBBI STREET, UKIAH, CA",39.14566,-123.20298
" 899 SO MAIN STREET, WILLITS, CA  95490",39.402942,-123.350288
"MAMMOTH, Corner of Old Mammoth Road and HWY 203,  MAMMOTH LAKES",37.64571,-118.96652
750 METZ ROAD,36.227466,-121.116584
" 24580 SILVER CLOUD CT., MONTEREY, CA",36.574682,-121.806339
2552 JEFFERSON AVE.,38.310942,-122.296189
"26533 STATE HWY 20, WHITE CLOUD MTN",39.316555,-120.845475
1630 W. PAMPAS LANE,33.83062,-117.93845
"26081 VIA PERA, MISSION VIEJO, CA 92691",33.63003,-117.67593
"621 W. LAMBERT, LA HABRA",33.92513,-117.95264
"DEWITT-108 'C' AVE, AUBURN",38.93767,-121.104921
"CITY HALL-33 S MAIN ST, COLFAX",39.100174,-120.953832
2400 LAKE FOREST ROAD,39.184073,-120.122975
"200 S. HATHAWAY ST., BANNING CA",33.92086,-116.85841
"46-990 JACKSON ST., INDIO",33.70853,-116.21537
"FS-590 RACQUET CLUB AVE, PALM SPRINGS",33.85275,-116.54101
"237 1/2 N. 'D' ST., PERRIS",33.78942,-117.22764
"506 W FLINT ST, LAKE ELSINORE",33.67649,-117.33098
" 12490 BRUCEVILLE RD, ELK GROVE, CA",38.302591,-121.420838
"50 NATOMA STREET, FOLSOM",38.683304,-121.164457
"3801 AIRPORT ROAD, SACRAMENTO",38.636848,-121.5144
"7250 SLOUGHHOUSE ROAD, SLOUGHHOUSE",38.494475,-121.211131
"Northeast entrance, Pinnacles National Park",36.48324,-121.15688
"LAKE GREGORY-LAKE DR, CRESTLINE",34.2431,-117.27235
" 6136 ADOBE ROAD, TWENTYNINE PALMS, CA",34.141946,-116.055836
"500 N. DEARBORN, REDLANDS, CA. 92373",34.05977,-117.14731
JOSHUA TREE NATIONAL MONUMENT,34.06957,-116.38893
"5555 OVERLAND AVE., SAN DIEGO",32.836461,-117.128752
225 9th Street,32.952124,-117.264088
"HAZELTON-HD, STOCKTON",37.950741,-121.268523
"24371 PATTERSON PASS ROAD, TRACY",37.737985,-121.535503
"1160 MARSH ST., SAN LUIS OBISPO",35.283864,-120.655171
"MORRO BAY BLVD & KERN AVE, MORRO BAY",35.36631,-120.84271
"6005 LEWIS AVENUE, ATASCADERO, CA 93422",35.49158,-120.66804
897 BARRON AVE.,37.482934,-122.20337
700 E. CANON PERDIDO,34.427775,-119.691218
PARADISE RD-LOS PADRES National Forest,34.54166,-119.79146
"GTC B-HWY 101 NEAR NOJOQUI PASS, GAVIOTA",34.52744,-120.1965
SANTA ROSA ISLAND -BECHER'S BAY,34.001689,-120.04823
"900 AIRPORT RD., SANTA YNEZ",34.605819,-120.075069
9TH & PRINCEVILLE,36.999571,-121.574684
306 UNIVERSITY AVE.,37.226862,-121.979675
"935 PIEDMONT ROAD, SAN JOSE, CA 95132",37.3915,-121.8422
13030 MURPHY AVE.,37.079379,-121.600031
910 TICONDEROGA DRIVE,37.355475,-122.050845
444 AIRPORT BLVD,36.933285,-121.796896
4859 SCOTTS VALLEY DR #E,37.05217,-122.013573
" 2220 NORTH STREET, ANDERSON, CA 96007",40.452913,-122.298866
"MANZANITA LAKE RS, LASSEN VOLCANIC NP",40.53999,-121.57646
"530 FOOTHILL DR., YREKA",41.726892,-122.633579
1010 CHADBOURNE RD,38.227066,-122.075624
"1001 ALLISON DRIVE, VACAVILLE",38.352411,-121.962744
837 5TH ST.,38.443503,-122.710169
"MUNICIPAL AIRPORT-200A HEIDELBERG WAY, HEALDSBURG",38.654069,-122.901857
"773 ALMOND ST, YUBA CITY",39.138773,-121.618549
" TOP OF SOUTH BUTTE,SUTTER BUTTES, CA",39.205572,-121.820362
OLD FIRE LOOKOUT ATOP TUSCAN BUTTE,40.262072,-122.092766
"502 OAK STREET, RED BLUFF",40.17583,-122.23694
"LOOKOUT POINT, MINERAL KING ROAD",36.429113,-118.76343
SEQUOIA & KINGS CANYON NP,36.48947,-118.82915
"310 N CHURCH ST, VISALIA",36.332179,-119.291228
"EMMA WOOD STATE BEACH, VENTURA",34.280401,-119.314557
"UC DAVIS-CAMPUS, CAMPBELL ROAD WEST OF HIWAY 113 & SOUTH OF HUTCHISON DRIVE.",38.53445,-121.7734
"41929 E. GIBSON ROAD, WOODLAND",38.66121,-121.73269
8100 S. UNIVERSITY BLVD,39.567887,-104.957193
1405 1/2 S. FOOTHILLS PARKWAY,39.957212,-105.238458
ROXBOROUGH PARK ROAD,39.537488,-105.065541
"ROAD 640, USAF ACADEMY",38.958341,-104.817215
9101 W. 57TH AVE.,39.800333,-105.099973
12400 W. HWY 285,39.638781,-105.13948
16600 W COLO #128,39.912799,-105.188587
2054 QUAKER ST.,39.743724,-105.177989
1 MI. NE OF IGNACIO ON COUNTY RD. 517,37.13678,-107.62863
7571 HWY. 5505,37.10258,-107.870219
ROCKY MOUNTAIN NP,40.27813,-105.54564
708 S. Mason St.,40.57747,-105.07892
"MESA VERDE NATIONAL PARK, COLORADO",37.1984,-108.49046
3101 35TH AVE.,40.386368,-104.73744
"USCG LIGHTHOUSE , PROSPECT STREET",41.1525,-73.103056
HAMMONASSET STATE PARK,41.260833,-72.55
MILL ROCK BASIN,41.341111,-72.921389
"UNIVERSITY OF CONNECTICUT, AVERY POINT",41.317222,-72.065
"ROUTE 190, SHENIPSIT STATE FOREST",41.976389,-72.388056
"STATE ROAD 384, KILLENS POND RD",38.986672,-75.5568
BRANDYWINE CREEK STATE PARK,39.817222,-75.563889
350 VIRGINIA AVE SEAFORD,38.6539,-75.6106
"TAKOMA SC.  7010 PINEY BRANCH RD. N.W., WASHINGTON, DC 20012",38.583226,-77.1219
"2821 NW 143RD STREET GAINESVILLE, FLORIDA",29.684,-82.491
918 SE 119TH AVE,29.544722,-82.296111
HWY 90 OLUSTEE FOREST SERVICE OFFICE,30.201111,-82.441111
"4607 STATE PARK LN PCB,FL",30.130433,-85.731517
"401 West Florida Avenue, Melbourne, FL 32901",28.053611,-80.628611
400 SOUTH 4TH STREET,28.310841,-80.61533
12600 WEST SAMPLE ROAD,26.272359,-80.294772
751 SE SYCAMORE TERRACE,30.178056,-82.619167
13333 LANIER RD.,30.477725,-81.587339
"21 Cunningham St, Pensacola, FL 32508",30.36805,-87.270967
220 N. NAVY BLVD,30.399198,-87.275972
123 MAIN DRIVE VENUS FL 33960,27.189215,-81.34035
"14063 COUNTY ROAD 39, S. LITHIA FL 33547",27.780815,-82.161928
"1976 Tri County Airport Rd., Bonifay, FL 32425",30.848611,-85.603889
"2731 Oak Street, Ft. Myers Beach, FL 33931",26.449247,-81.939256
110 CENTURY PARK CIRCLE WEST,30.439722,-84.346389
5600 MICCOSUKEE RD,30.484444,-84.199444
5502 33RD AVE DRIVE W. (G T BRAY PARK),27.480873,-82.618709
5511 39TH STREET EAST,27.449763,-82.522041
3200 SE 17TH STREET,29.170533,-82.100646
692 NW 30TH AVE,29.192754,-82.173149
KROME AVE THOMPSON PK,25.924539,-80.448388
EVERGLADES NP,25.39122,-80.680819
"7055 WINEGARD RD., ORLANDO",28.45445,-81.381181
"8706 W Irlo Bronson Memorial Hwy (SR 192), Kissimmee, FL 34747",28.347509,-81.636464
980 CRESTWOOD BLVD NORTH,26.730833,-80.233889
210 NW 1ST AVENUE,26.466351,-80.074765
30908 WARDER ROAD,28.332225,-82.305643
 2435 SHARKEY RD.CLEARWATER,27.946688,-82.731767
"7200-22 Avenue N., St. Petersburg, FL 33710",27.785866,-82.739875
"1015 SIKES BLVD., LAKELAND",28.028889,-81.972222
101 N. ROCK ROAD,27.449206,-80.408104
1976 WILLAMS CREEK RD,30.408199,-86.889961
250 SOUTH JACKSON ROAD VENICE FLORIDA,27.089194,-82.362583
"284-300 Broadmoor Rd., Lake Mary, FL 32773",28.746111,-81.310556
5200 SPRUCE CREEK RD.,29.109151,-80.993666
"1185-A DUNN AVE., DAYTONA BEACH",29.206667,-81.0525
"2088 Idlewood Road, Tucker, Georgia 30084",33.845741,-84.213398
"GA DOT, 145 MCDONOUGH ROAD, FAYETTEVILLE, GA 30215",33.455739,-84.418998
"King Farm, 160 Ralph King Path, Rockmart, Georgia, 30153",33.9285,-85.04534
HAWAII VOLCANOES NP,19.416699,-155.237223
WHITNEY ELEMENTARY SCHOOL,43.589464,-116.223462
"CRATERS OF THE MOON NATIONAL MON, IDAHO",43.460556,-113.562222
5 SOUTH 3RD AVENUE WEST,43.705467,-116.624166
251 W. TILLI ROAD,43.286562,-115.853221
416 S. STATE ST. HWY 1/ WEST UNION,39.210857,-87.668297
4500 W. 123RD ST.,41.670992,-87.732457
3300 E. CHELTENHAM PL.,41.755832,-87.54535
5720 S. ELLIS AVE,41.790787,-87.601646
1000 E. OHIO,41.895812,-87.607683
9511 W. HARRISON ST,42.060285,-87.863225
531 E. LINCOLN,42.062053,-87.675254
"STATE ROUTE 142, DALE",37.998268,-88.493158
LIBERTY ST. & COUNTY RD.,39.110539,-90.32408
665 DUNDEE RD.,42.049148,-88.273029
GOLF & JACKSON STS.,42.386706,-87.841406
ILLINOIS BEACH STATE PARK,42.467573,-87.810047
FIRST ST. & THREE OAKS RD.,42.221442,-88.242207
MAIN & GREGORY,40.518735,-88.996896
200 W. DIVISION,38.726573,-89.959963
508 E. GLEN AVE.,40.745504,-89.585869
32 RODMAN AVE.,41.514727,-90.51735
2875 N. DIRKSEN PKWY.,39.844122,-89.604839
"2021 LAWRENCE, SOUTH LOCKPORT",41.57574,-88.055148
36400 S. ESSEX RD.,41.221537,-88.190967
1500 POST ST.,42.28719,-89.077005
1405 MAPLE AVE.,42.334982,-89.037775
"14600 AMSTUTZ RD., LEO HS",41.221418,-85.016821
2022 NORTH BEACON/ Fort Wayne- Beacon St.,41.094965,-85.101816
481 S. 150 W. / FLORA AIRPORT,40.540455,-86.553035
6200 STATE RD. 62/ ARMY AMMUNITION PLANT,38.376944,-85.690278
CR 500 N AND CR 550 E,38.425297,-87.465908
"1775 FIELD DR., SCHOOL BUS BARN",40.056126,-86.000487
COUNTY ROAD 650 N AND 650 E,41.335879,-85.722766
LOWELL WASTEWATER TREATMENT PLANT,41.263924,-87.417534
"135 S. CHESTNUT, MONROVIA HIGH SCHOOL",39.575634,-86.477893
12481 ANDERSON RD./ HARRIS TWP FIRE STATION,41.742598,-86.110521
1000 E. ANGELA/ CHILDRENS HOSPITAL GROUNDS,41.693659,-86.236673
5244 STATE RD 68/ TECUMSEH HIGH SCHOOL,38.194501,-87.341396
WAVERLY AIRPORT,42.743036,-92.513241
ROOSEVELT ST.,41.874999,-90.177574
1575 HWY 183,41.780261,-95.948435
"408 E. LINN ST. COGGON, IOWA",42.281013,-91.526879
"PHILLIPS SCHOOL , 1701 LAY ST",41.607767,-93.57216
HWY Z-30 1.5 MILES N OF ARGO,41.647532,-90.430965
105 GREENE STREET-CITY HALL,41.882867,-93.6878
"1650 118TH AVENUE, INDIANOLA",41.285533,-93.583983
1902 N 7TH,39.00436,-95.22384
13899 W 159TH,38.838575,-94.746424
2006 OTTAWA STREET,39.32257,-94.95201
"CO.FIRE STATION#2 ,200 EAST 53RD ST.NORT",37.781401,-97.337543
"HEALTH DEPT., 1900 EAST 9TH ST.",37.702066,-97.314847
1420 DORCHESTER AVENUE,36.60843,-83.73694
KY 338 & LOWER RIVER ROAD,38.91833,-84.852637
SECOND & CARPENTER STREETS,37.98629,-85.71192
"CAMP ROBERT WEBB, 1486 CAMP WEBB ROAD",38.23887,-82.9881
"IRON WORKS PIKE, HWY 353 LEXINGTON, KY.",38.125909,-84.468271
"BYERLY FARM, KY 1949, SYMSONIA",36.899224,-88.493655
"AMERICAN LEGION PARK, 801 NORTH MILES STREET",37.705612,-85.852629
"7601 BARDSTOWN RD, BATES ELEMENTARY SCH",38.13784,-85.57648
"1918 MELLWOOD AVENUE, WLKY-TV",38.26355,-85.71025
"3962 KY 815, TICHENOR FARM",37.606435,-87.253888
"KYTC MAINTENANCE FACILITY, 1601 SOUTH HWY 393",38.4002,-85.44428
"PERRY COUNTY HORSE PARK, 354 PERRY PARK ROAD",37.28329,-83.20932
"SOMERSET GAS CO WAREHOUSE, 305 CLIFTY STREET",37.09798,-84.61152
"SADIEVILLE FD, KY 32",38.385905,-84.559943
"KYTC MAINTENANCE FACILITY, 573 HARDING ROAD",36.708607,-86.566284
"MULBERRY FLAT ROAD, LAND BETWEEN LAKES",36.901441,-88.013634
HIGHWAY 171 (5 MI SOUTH OF HWY 190),30.492144,-93.144045
HIGHWAY 8,31.502477,-92.460439
"HIGHWAY 77, GROSSE TETE",30.400194,-91.42511
208 Devalcourt Street,30.217701,-92.051511
194 Thorough-bred Park,29.764098,-90.765275
1 RIVER PARK DRIVE,29.984371,-90.410638
1300 LAKEWOOD DR. ST. MARY PAR. SHERIFF,29.715485,-91.210103
"TWO LIGHTS STATE PARK, Near the Obsevation Tower",43.561043,-70.207324
TOP OF CADILLAC MOUNTAIN,44.351697,-68.22698
CASTINE MUNICIPAL GARAGE,44.423074,-68.805711
MAINTENANCE ROAD,44.337321,-68.061102
"ROUTE 5, NORTH LOVELL DOT",44.250922,-70.860605
SUMMIT OF RIDER BLUFF (WLBZ TRANSMITTER),44.735978,-68.670752
"REID STATE PARK, GEORGETOWN",43.793566,-69.73175
"34 Town Farm Road, HOLLIS",43.656764,-70.629138
"OCEAN AVE / PARSONS WAY, KENNEBUNKPORT",43.343167,-70.471034
"FRISBEE SCHOOL, GOODSOE ROAD",43.083421,-70.749497
MS SCOTIA PRINCE COMMERCIAL ST PORTLAND,43.644804,-70.264215
"Davidsonville  Recreation Center, 3801 Queen Anne  Bridge  Road",38.9025,-76.653056
"9001 'Y'STREET,FT.MEADE,ANNE ARUNDEL MD",39.101111,-76.729444
1300 W. Old Liberty Road,39.444294,-77.042252
"Fair Hill Natural Resource Mgmt Area, 4493 Telegraph Road",39.702982,-75.864771
14320 Oaks Road,38.508547,-76.811864
"Frederick County Airport ,180 E Airport Drive",39.42276,-77.37519
"  Edgewood  Chemical Biological Center (APG), Waehli Road",39.410191,-76.296946
3560 Aldino Road,39.563333,-76.203889
"Millington Wildlife Management Area, Massey - Maryland Line Road (Route 330)",39.305021,-75.797317
"Lathrop E. Smith Environmental Education Center, 5110 Meadowside Lane",39.114313,-77.106876
GODDARD SPACE FLIGHT CENTER,39.02,-76.827778
" PG County Equestrian Center, 14900 Pennsylvania  Ave.",38.81194,-76.74417
MD Correctional Institution  18530 Roxbury Road,39.564178,-77.720244
299 PONCA STREET,39.288996,-76.554131
FOX BOTTOM AREA,41.975804,-70.023598
ROUTE 8 ADAMS,42.63668,-73.167428
60 SCONTICUT NECK RD,41.633278,-70.879162
390 PARKLAND,42.474642,-70.970816
SUNSET BLVD,42.790268,-70.80835
ANDERSON RD AFB,42.19438,-72.555112
N PLEASANT ST,42.400579,-72.523109
US MILITARY RES,42.413574,-71.482775
695 HILLSIDE ST Blue Hill Observatory,42.211774,-71.11397
LONG ISLAND,42.317372,-70.968359
375 AIRPORT DRIVE,42.274319,-71.875511
966 W. 32ND (HOLLAND),42.767786,-86.148577
1060 WEST ST (FRANKFORT),44.616943,-86.109408
4689 DEFIELD RD (COLOMA),42.19779,-86.309694
22721 DIAMOND COVE ST (CASSOPOLIS),41.89557,-86.001629
1172 S M25 SAND BEACH TWP (HARBOR BEACH),43.836388,-82.6429
1400 OLMSTEAD RD (KALAMAZOO),42.278067,-85.54189
10300 14 MILE RD NE #B (EVANS),43.176672,-85.416608
3155 W. PESHAWBESTOWN RD.,45.028898,-85.629146
6792 RAISEN CTR HWY (TECUMSEH),41.995568,-83.946559
57700 GRATIOT (NEW HAVEN),42.731394,-82.793463
525 W US10 (SCOTTVILLE),43.953334,-86.294415
1340 GREEN CREEK RD (MUSKEGON),43.278061,-86.311083
555 TOWNER ST (YPSILANTI),42.240565,-83.599602
2660 Fawn Rd.,45.40184,-93.20306
175 UNIVERSITY RD,46.70527,-92.52377
1600 HWY 55 - DAKOTA CO. GOVERNMENT CNTR,44.749967,-92.887985
1235 HIGHWAY 19,44.473754,-93.012611
VOYAGEURS NATIONAL PARK,48.41252,-92.829225
1321 University Dr.,45.549839,-94.13345
11660 Myeron Rd. N.,45.11728,-92.85532
Natchez Municipal Water Works Brenham St,31.560752,-91.390405
213 N. BAYOU AVE.,33.746056,-90.723028
5 EAST SOUTH ST. (HERNANDO),34.82056,-89.98778
Port Bienville Industrial Park,30.230363,-89.567498
Stennis Airport,30.38,-89.448333
47 Maple Street,30.390369,-89.049778
20121 W.WORTHAM RD.,30.566944,-89.180556
5810 Ridgewood Rd,32.385731,-90.1412
HWY 57 VANCLEAVE,30.522778,-88.708611
Hwy 19 and 53rd Ave,32.364565,-88.731491
West Jackson at Tupelo Airport,34.264917,-88.766222
STATE HWY 22 AT MICROWAVE TOWER,32.564972,-90.178698
1000 Lee St.,32.32298,-90.887216
"WATKINS MILL STATE PARK: Watkins Mill Road, Lawson, MO 64062",39.407452,-94.265373
ARNOLD TENBROOK & TENBROOK,38.43783,-90.361492
"ORCHARD FARM: 2165 Highway V, St. Charles, MO 63301",38.8994,-90.44917
"BONNE TERRE: 15797 Highway D, Bonne Terre, MO 63628",37.90084,-90.42388
GLACIER NATIONAL PARK,48.5103,-113.99681
2411 O ST.,41.207958,-95.945897
11414 N 72ND ST   NATION WEATHER SERVICE,41.360275,-96.025015
 METRO-TECH CAMPUS  30TH & FORT ST,41.306758,-95.960967
"FIRST & MAPLE , DAVEY",40.984723,-96.677513
"545 LAKE MEAD DR, HENDERSON",36.028866,-114.989715
"CITY-CENTER., LAS VEGAS",36.174415,-115.136112
4701 MITCHELL STREET,36.245248,-115.093058
"465 E. OLD MILL ROAD, MESQUITE, NV",36.807913,-114.060879
3525 N VALADEZ STREET,36.224689,-115.267506
CAVE ROCK STATE PARK - NV,39.043241,-119.950183
"4110 DE LUCCI LANE, RENO NV 89502",39.469219,-119.775354
"684A STATE ROUTE 341, RENO NV 89521",39.399837,-119.739606
"750 4TH ST, SPARKS, NV 89431",39.540917,-119.746761
"855 ALDER DRIVE, INCLINE VILLAGE, NV 89451",39.250409,-119.956738
"325 PATRICIAN DR, LEMMON VALLEY, NV 89506",39.645264,-119.840025
GREAT BASIN NATIONAL PARK,39.00512,-114.21593
875 EAST LONG STREET,39.173056,-119.759167
LAKE FRANCES DAM,45.051111,-71.391944
"HAVERHILL ARMORY, RT 116, HAVERHILL, NH",44.083954,-72.009533
"RYE HARBOR STATE PARK OCEAN BLVD,RTE. 1A",43.002312,-70.745329
SOUTH ROAD BRENTWOOD NH,43.000085,-71.199506
"ROCHESTER HILL ROAD, ROCHESTER",43.283415,-70.92895
"FAIRLEIGH DICKINSON UNIV., 1000 RIVER RD",40.89858,-74.0299
"Raritan Township Municipal Utilities Authority, 365 Old York Road",40.515262,-74.806671
"Edison Science Hall, off of 400 Cedar Avenue",40.277647,-74.0051
"JPTD Training Center, south of Success Rd., east of Hawkin Rd.",40.06483,-74.44405
"Ramapo Station Fire Tower, Ramapo Park Drive",41.058617,-74.255544
2421 MESILLA AVE. N. E.,35.10728,-106.56359
6000 ANDERSON AVENUE SE,35.0631,-106.578785
5100 MONTANO BLVD NW,35.1539,-106.69715
201 PROSPERITY SE,35.01708,-106.65739
8901 LOWELL NE,35.1852,-106.50815
9819A SECOND STREET NW,35.19324,-106.613815
10155 COORS ROAD NW,35.2022,-106.64927
"680 MCCOMBS, CHAPARRAL, NM",32.041212,-106.40971
"5935A VALLE VISTA, SUNLAND PARK, NM",31.796218,-106.584434
"104-2 SANTA TERESA INTERNATIONAL BLVD,NM",31.787885,-106.683324
HOLIDAY INN,32.281483,-106.767781
"2811 HOLLAND ST,CARLSBAD,NM",32.380118,-104.262726
"600 Oak Street, Bernalillo, NM",35.299484,-106.548914
"4330 MEADOWLARK LANE,RIO RANCHO, NM87124",35.238098,-106.650026
"MAINTENANCE YD, VILLAGE OF BOSQUE FARMS",34.853942,-106.705859
"AUDUBON GOLF COURSE, 450 MAPLE ROAD",42.99328,-78.77153
"Wilmington, SUMMIT, WHITEFACE MTN,  WEATHER STATION",44.36608,-73.90312
"VAADI ROAD, PERCH RIVER",44.08747,-75.97316
"MIDDLEPORT STP, 3825 NORTH HARTLAND RD",43.22386,-78.47888
"1175 ROUTE 17K, MONTGOMERY Valley Central HS",41.52375,-74.21534
820 COUNTY ROUTE 8,43.28428,-76.46324
120-07 15TH AVE,40.7842,-73.84757
SARATOGA NATIONAL HISTORICAL PARK,43.01209,-73.6489
"3059 SOUND AVENUE, RIVERHEAD",40.96078,-72.71238
"4440 Ridge Road, WAYNE County Occupational CENTER, WILLIAMSON",43.23086,-77.17136
"WHITE PLAINS PUMP STATION,  240 ORCHARD STREET",41.05192,-73.76366
100 Linville Falls Road,35.972347,-81.933072
125 Idlewood Drive,35.500102,-82.59986
COUNTY ROAD 1136 & 1134,36.326907,-76.121575
"7074 CHERRY GROVE RD, REIDSVILLE",36.307033,-79.467417
7112 Covington Lane,35.158686,-78.728035
328 Limestone Road,34.954823,-77.960781
2700 NORTH DUKE STREET,36.035556,-78.904167
7635 HOLLYBERRY LANE,36.236389,-80.410556
"6496 BAUX MOUNTAIN ROAD_WINSTON-SALEM,NC",36.203056,-80.215833
3656 PIEDMONT MEMORIAL DRIVE,36.051805,-80.144933
431 S HILLSBOROUGH ST,36.096189,-78.463719
800 Central Avenue,36.141111,-78.768056
"KEELY PARK, KEELY RD,",36.113333,-79.703889
2177 ASHEVILLE ROAD,35.505278,-82.964722
TOWER BLUE RIDGE PKWY MILE MARKER 410,35.379167,-82.7925
6905 Purchase Knob Road,35.587144,-83.074156
BARNET KNOB FIRETOWER ROAD,35.524544,-83.235981
 HIGHWAY 70 EAST AND HIGHWAY  58 SOUTH,35.2318,-77.5669
400 WESTINGHOUSE BLVD.,35.113164,-80.919532
29 N@ MECKLENBURG CAB CO,35.347222,-80.695
4507 BRANSON DAVIS ROAD SOPHIA NC,35.830692,-79.865035
301 WEST ST & GOLD HILL AVENUE,35.551868,-80.395039
925 N ENOCHVILLE AVE,35.534482,-80.66756
701 CHARLES STREET,34.974039,-80.540622
808 NORTH STATE STREET,35.790023,-78.619723
201 NORTH BROAD STREET,35.596944,-78.7925
5033 TV TOWER RD GARNER NC 27529,35.676389,-78.535278
STATE HIGHWAY 128,35.737735,-82.285229
2521 FAIRWOOD,39.913761,-82.957462
6364 DEERVIEW,41.10087,-81.911636
"2100 TIMBERLANE,",39.813947,-84.194941
245 W. 5TH ST.,40.708798,-81.600797
"6318 HEMINGER AVE. NE., PLAIN TOWNSHIP",40.870336,-81.331499
"230 COOK ROAD,",39.42006,-84.201047
12575 NW 10TH (WATER TOWER),35.479215,-97.751503
"Memorial Dr, Healdton City Lake",34.244189,-97.462931
 S. E. 19TH STREET,35.320105,-97.484099
"1515 NE LAWRIE TATUM RD. LAWTON, OK 73507",34.626418,-98.383173
3RD STREET AND BOUNDARY,34.346981,-98.307621
MANNFORD WATER PLANT,36.105481,-96.361196
SEILING MUNICIPAL AIRPORT,36.158414,-98.931973
TISHOMINGO GOLF COURSE,34.260031,-96.680503
310 E. BURR OAK,35.159649,-97.473794
NE 10TH & STONEWALL,35.477036,-97.494309
12880 A NE 10TH,35.477801,-97.303044
1100 SOUTH OSAGE DRIVE,36.357438,-95.999247
502 EAST 144TH. PL.,35.953708,-96.004975
"133 STEEL ROAD, MANNFORD OK, 74044",36.127582,-96.255842
18707 E. 21ST STREET,36.133802,-95.764537
